Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1675693800,0,"2023-02-06 14:30:00",12470.42383,12483.7959,12470.42383,12482.61914,
1675693860,0,"2023-02-06 14:31:00",12479.39355,12491.37891,12479.0752,12488.94238,7044780
1675693920,0,"2023-02-06 14:32:00",12500.9541,12510.87305,12497.91309,12510.87305,7138830
1675693980,0,"2023-02-06 14:33:00",12507.48926,12513.50293,12506.61621,12510.10742,7993766
1675694040,0,"2023-02-06 14:34:00",12500.94824,12511.31836,12500.46973,12511.31836,6114049
1675694100,0,"2023-02-06 14:35:00",12506.875,12518.16992,12506.875,12513.81836,5483660
1675694160,0,"2023-02-06 14:36:00",12507.75781,12508.01953,12497.28418,12497.28418,5853004
1675694220,0,"2023-02-06 14:37:00",12494.43262,12494.88184,12477.60742,12477.60742,4421612
1675694280,0,"2023-02-06 14:38:00",12477.00293,12485.38574,12476.49805,12483.95508,4898509
1675694340,0,"2023-02-06 14:39:00",12483.14355,12496.60742,12480.2627,12490.67773,4987473
1675694400,0,"2023-02-06 14:40:00",12492.54785,12492.97559,12483.00098,12486.24121,4974525
1675694460,0,"2023-02-06 14:41:00",12490.53223,12492.89453,12480.71289,12492.05273,3968706
1675694520,0,"2023-02-06 14:42:00",12500.24902,12509.78516,12498.26758,12498.26758,4470387
1675694580,0,"2023-02-06 14:43:00",12502.98926,12502.98926,12479.71387,12479.7373,4233883
1675694640,0,"2023-02-06 14:44:00",12483.48438,12496.54004,12480.70898,12496.54004,4078808
1675694700,0,"2023-02-06 14:45:00",12489.92969,12517.20703,12485.55469,12514.30957,4578673
1675694760,0,"2023-02-06 14:46:00",12518.96289,12518.96289,12501.3584,12505.31152,4515640
1675694820,0,"2023-02-06 14:47:00",12508.35254,12515.55273,12505.58887,12515.55273,3836215
1675694880,0,"2023-02-06 14:48:00",12511.2207,12511.2207,12483.72852,12483.72852,4377506
1675694940,0,"2023-02-06 14:49:00",12487.19434,12507.5127,12487.19434,12507.5127,4882855
1675695000,0,"2023-02-06 14:50:00",12502.10156,12502.2998,12496.36816,12502.2998,3723757
1675695060,0,"2023-02-06 14:51:00",12501.37402,12514.01758,12501.37402,12510.50781,3850428
1675695120,0,"2023-02-06 14:52:00",12512.66602,12512.66602,12494.49316,12494.49316,3250170
1675695180,0,"2023-02-06 14:53:00",12489.0332,12489.0332,12478.68945,12478.68945,3994923
1675695240,0,"2023-02-06 14:54:00",12471.53906,12489.16797,12471.53906,12489.16797,3994684
1675695300,0,"2023-02-06 14:55:00",12497.98242,12502.79492,12493.6748,12493.6748,3955347
1675695360,0,"2023-02-06 14:56:00",12487.21191,12495,12482.66016,12485.25391,3669893
1675695420,0,"2023-02-06 14:57:00",12480.05078,12493.12695,12480.05078,12493.12695,3258321
1675695480,0,"2023-02-06 14:58:00",12492.27051,12499.88965,12492.27051,12494.63965,3225458
1675695540,0,"2023-02-06 14:59:00",12494.71289,12503.31738,12494.71289,12502.41309,2924444
1675695600,0,"2023-02-06 15:00:00",12492.83691,12514.97266,12492.83691,12514.97266,4069358
1675695660,0,"2023-02-06 15:01:00",12511.29004,12524.57324,12511.29004,12515.93066,4260749
1675695720,0,"2023-02-06 15:02:00",12516.97754,12525.8418,12511.53613,12521.71191,3198452
1675695780,0,"2023-02-06 15:03:00",12522.93359,12532.75098,12518.875,12532.75098,3268641
1675695840,0,"2023-02-06 15:04:00",12529.92188,12536.9248,12527.09277,12527.09277,3166871
1675695900,0,"2023-02-06 15:05:00",12524.31348,12530.47852,12512.47363,12512.92285,3387976
1675695960,0,"2023-02-06 15:06:00",12514.9248,12517.32715,12514.125,12515.58887,3484824
1675696020,0,"2023-02-06 15:07:00",12515.18652,12534.38086,12515.18652,12534.38086,2753433
1675696080,0,"2023-02-06 15:08:00",12531.7666,12537.91602,12531.50488,12537.91602,3233296
1675696140,0,"2023-02-06 15:09:00",12535.34961,12540.42383,12535.34961,12540.42383,2432043
1675696200,0,"2023-02-06 15:10:00",12537.91504,12537.91504,12524.12988,12525.85352,3082828
1675696260,0,"2023-02-06 15:11:00",12524.57617,12524.57617,12506.8418,12506.8418,3003461
1675696320,0,"2023-02-06 15:12:00",12510.03516,12518.56641,12510.03516,12515.48535,3218997
1675696380,0,"2023-02-06 15:13:00",12517.20312,12521.75586,12515.51562,12518.03809,2082204
1675696440,0,"2023-02-06 15:14:00",12511.6875,12511.6875,12501.36816,12503.75586,2734903
1675696500,0,"2023-02-06 15:15:00",12502.17383,12502.17383,12477.66211,12477.66211,2927734
1675696560,0,"2023-02-06 15:16:00",12478.02246,12484.36035,12474.94629,12474.97559,3555871
1675696620,0,"2023-02-06 15:17:00",12473.68945,12481.13867,12473.68945,12477.16504,2524870
1675696680,0,"2023-02-06 15:18:00",12479.73926,12480.3916,12473.88379,12473.88379,2679103
1675696740,0,"2023-02-06 15:19:00",12475.65527,12475.65527,12466.50684,12466.50684,2745692
1675696800,0,"2023-02-06 15:20:00",12464.76367,12464.76367,12455.8418,12455.8418,3553025
1675696860,0,"2023-02-06 15:21:00",12450.54199,12451.36523,12445.34375,12445.34375,4087811
1675696920,0,"2023-02-06 15:22:00",12443.43359,12454.42578,12440.95215,12450.63867,3747838
1675696980,0,"2023-02-06 15:23:00",12449.85156,12456.12695,12443.68164,12456.12695,3245028
1675697040,0,"2023-02-06 15:24:00",12453.41309,12453.41309,12444.45898,12447.06543,3496985
1675697100,0,"2023-02-06 15:25:00",12447.01465,12455.15234,12446.125,12446.125,2416238
1675697160,0,"2023-02-06 15:26:00",12443.84668,12452.27441,12443.84668,12446.49023,2772192
1675697220,0,"2023-02-06 15:27:00",12445.58594,12451.03613,12442.17188,12442.77539,2044825
1675697280,0,"2023-02-06 15:28:00",12443.40723,12443.40723,12430.17578,12434.52246,3311705
1675697340,0,"2023-02-06 15:29:00",12438.55859,12444.34277,12438.42773,12439.8623,3033613
1675697400,0,"2023-02-06 15:30:00",12433.53906,12438.31055,12430.07031,12430.07031,2778437
1675697460,0,"2023-02-06 15:31:00",12433.06543,12433.06543,12415.79492,12421.47559,3396491
1675697520,0,"2023-02-06 15:32:00",12420.62988,12420.62988,12412.33496,12412.33496,3217158
1675697580,0,"2023-02-06 15:33:00",12415.52344,12427.6543,12414.21484,12424.65332,3141796
1675697640,0,"2023-02-06 15:34:00",12426.8916,12438.32031,12426.8916,12438.32031,3116342
1675697700,0,"2023-02-06 15:35:00",12438.04395,12438.04395,12431.46973,12435.89551,3516528
1675697760,0,"2023-02-06 15:36:00",12434.51855,12434.51855,12428.58691,12429.49121,2518916
1675697820,0,"2023-02-06 15:37:00",12428.27246,12443.67578,12428.27246,12443.67578,3825659
1675697880,0,"2023-02-06 15:38:00",12442.18457,12447.99316,12442.18457,12447.8291,3334069
1675697940,0,"2023-02-06 15:39:00",12446.15332,12448.70703,12440.43848,12440.43848,2709011
1675698000,0,"2023-02-06 15:40:00",12441.68164,12448.30469,12437.39844,12438.92285,2559827
1675698060,0,"2023-02-06 15:41:00",12441.4873,12453.76367,12441.4873,12453.125,3115929
1675698120,0,"2023-02-06 15:42:00",12453.97949,12456.15625,12446.86133,12454.15332,2475558
1675698180,0,"2023-02-06 15:43:00",12452.47754,12455.95215,12446.1709,12455.92578,2141670
1675698240,0,"2023-02-06 15:44:00",12454.46191,12454.98047,12447.27441,12451.60352,2341931
1675698300,0,"2023-02-06 15:45:00",12450.71289,12451.99902,12445.38574,12446.71777,2096515
1675698360,0,"2023-02-06 15:46:00",12447.8418,12464.30762,12447.8418,12461.90723,2448880
1675698420,0,"2023-02-06 15:47:00",12461.2041,12468.09375,12456.20605,12468.09375,2535814
1675698480,0,"2023-02-06 15:48:00",12466.69238,12470.24414,12465.42578,12470.24414,2460337
1675698540,0,"2023-02-06 15:49:00",12470.93652,12470.93652,12466.89453,12467.28613,2210425
1675698600,0,"2023-02-06 15:50:00",12469.81055,12476.42578,12467.37012,12475.9541,2095361
1675698660,0,"2023-02-06 15:51:00",12474.84082,12502.01953,12474.84082,12502.01953,3311390
1675698720,0,"2023-02-06 15:52:00",12501.30859,12501.30859,12496.64062,12497.78418,2941602
1675698780,0,"2023-02-06 15:53:00",12496.38086,12504.97559,12496.38086,12502.79688,2428619
1675698840,0,"2023-02-06 15:54:00",12501.85352,12505.26855,12498.35352,12505.26855,2820290
1675698900,0,"2023-02-06 15:55:00",12501.09277,12503.5498,12496.34375,12497.2041,2864053
1675698960,0,"2023-02-06 15:56:00",12497.67676,12511.19043,12497.67676,12511.19043,3147952
