Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1668436200,0,"2022-11-14 14:30:00",148.970001,149.460006,148.720001,149.080001,3879935
1668436500,0,"2022-11-14 14:35:00",149.070007,149.11,148.309997,148.695007,1374670
1668436800,0,"2022-11-14 14:40:00",148.695007,148.821395,147.770004,147.86,1847551
1668437100,0,"2022-11-14 14:45:00",147.86,148.164993,147.654998,147.789993,1483583
1668437400,0,"2022-11-14 14:50:00",147.794998,148.089996,147.429992,147.509994,1391757
1668437700,0,"2022-11-14 14:55:00",147.509994,147.970001,147.509994,147.899993,1429284
1668438000,0,"2022-11-14 15:00:00",147.910003,148.490005,147.889999,148.354995,1026391
1668438300,0,"2022-11-14 15:05:00",148.36,148.570007,148.020004,148.404998,883386
1668438600,0,"2022-11-14 15:10:00",148.410003,148.6651,148.054992,148.111404,976893
1668438900,0,"2022-11-14 15:15:00",148.115005,148.460006,148.039993,148.220001,796508
1668439200,0,"2022-11-14 15:20:00",148.220001,148.429901,147.929992,147.983398,803528
1668439500,0,"2022-11-14 15:25:00",147.980697,148.149993,147.710006,148.125,698654
1668439800,0,"2022-11-14 15:30:00",148.122802,148.199996,147.889999,148.100906,627536
1668440100,0,"2022-11-14 15:35:00",148.100006,148.175003,147.809997,148.171203,691235
1668440400,0,"2022-11-14 15:40:00",148.176696,148.410003,148.130004,148.184204,747430
1668440700,0,"2022-11-14 15:45:00",148.190002,148.214996,147.949996,148,523234
1668441000,0,"2022-11-14 15:50:00",148,148.182998,147.869995,148.130004,681000
1668441300,0,"2022-11-14 15:55:00",148.130004,148.399993,148.070007,148.25,692671
1668441600,0,"2022-11-14 16:00:00",148.229995,148.270004,147.770004,147.949996,837155
1668441900,0,"2022-11-14 16:05:00",147.951507,148.300003,147.86,148.232803,657509
1668442200,0,"2022-11-14 16:10:00",148.244995,148.277694,147.869995,148.154998,627219
1668442500,0,"2022-11-14 16:15:00",148.1501,148.25,147.949996,148.139999,492842
1668442800,0,"2022-11-14 16:20:00",148.149993,148.25,147.86,147.875,590427
1668443100,0,"2022-11-14 16:25:00",147.880004,148.089996,147.619995,147.639999,660500
