23397.67000000,2023-02-28 14:12:00
23397.90000000,2023-02-28 14:12:00
23397.90000000,2023-02-28 14:12:00
23397.01000000,2023-02-28 14:12:00
23397.01000000,2023-02-28 14:12:00
23397.01000000,2023-02-28 14:12:00
23397.01000000,2023-02-28 14:12:00
23397.11000000,2023-02-28 14:12:00
23397.12000000,2023-02-28 14:12:00
23397.90000000,2023-02-28 14:12:00
23397.90000000,2023-02-28 14:12:00
23397.90000000,2023-02-28 14:12:00
23397.90000000,2023-02-28 14:12:00
23397.90000000,2023-02-28 14:12:00
23397.90000000,2023-02-28 14:12:00
23397.90000000,2023-02-28 14:12:00
23397.11000000,2023-02-28 14:12:00
23397.11000000,2023-02-28 14:12:00
23397.11000000,2023-02-28 14:12:00
23397.64000000,2023-02-28 14:12:00
23397.64000000,2023-02-28 14:12:00
23397.89000000,2023-02-28 14:12:00
23397.89000000,2023-02-28 14:12:00
23397.11000000,2023-02-28 14:12:00
23397.85000000,2023-02-28 14:12:00
23397.89000000,2023-02-28 14:12:00
23397.64000000,2023-02-28 14:12:00
23397.63000000,2023-02-28 14:12:00
23397.64000000,2023-02-28 14:12:00
23397.54000000,2023-02-28 14:12:00
23397.32000000,2023-02-28 14:12:00
23397.11000000,2023-02-28 14:12:00
23397.11000000,2023-02-28 14:12:00
23397.11000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.39000000,2023-02-28 14:12:00
23397.39000000,2023-02-28 14:12:00
23397.42000000,2023-02-28 14:12:00
23397.57000000,2023-02-28 14:12:00
23397.39000000,2023-02-28 14:12:00
23397.56000000,2023-02-28 14:12:00
23397.61000000,2023-02-28 14:12:00
23397.57000000,2023-02-28 14:12:00
23397.61000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.57000000,2023-02-28 14:12:00
23397.14000000,2023-02-28 14:12:00
23397.57000000,2023-02-28 14:12:00
23397.61000000,2023-02-28 14:12:00
23397.17000000,2023-02-28 14:12:00
23397.17000000,2023-02-28 14:12:00
23397.16000000,2023-02-28 14:12:00
23397.44000000,2023-02-28 14:12:00
23397.32000000,2023-02-28 14:12:01
23397.32000000,2023-02-28 14:12:01
23397.31000000,2023-02-28 14:12:01
23397.31000000,2023-02-28 14:12:01
23397.30000000,2023-02-28 14:12:01
23397.27000000,2023-02-28 14:12:01
23397.17000000,2023-02-28 14:12:01
23397.16000000,2023-02-28 14:12:01
23397.15000000,2023-02-28 14:12:01
23397.14000000,2023-02-28 14:12:01
23397.13000000,2023-02-28 14:12:01
23397.12000000,2023-02-28 14:12:01
23397.08000000,2023-02-28 14:12:01
23397.01000000,2023-02-28 14:12:01
23396.83000000,2023-02-28 14:12:01
23396.71000000,2023-02-28 14:12:01
23396.70000000,2023-02-28 14:12:01
23396.65000000,2023-02-28 14:12:01
23396.63000000,2023-02-28 14:12:01
23396.58000000,2023-02-28 14:12:01
23396.58000000,2023-02-28 14:12:01
23396.57000000,2023-02-28 14:12:01
23396.57000000,2023-02-28 14:12:01
23396.55000000,2023-02-28 14:12:01
23396.52000000,2023-02-28 14:12:01
23396.52000000,2023-02-28 14:12:01
23396.52000000,2023-02-28 14:12:01
23396.50000000,2023-02-28 14:12:01
23397.32000000,2023-02-28 14:12:01
23396.84000000,2023-02-28 14:12:01
23396.84000000,2023-02-28 14:12:01
23396.85000000,2023-02-28 14:12:01
23396.80000000,2023-02-28 14:12:01
23396.80000000,2023-02-28 14:12:01
23396.56000000,2023-02-28 14:12:01
23396.56000000,2023-02-28 14:12:01
23396.45000000,2023-02-28 14:12:01
23396.37000000,2023-02-28 14:12:01
23396.28000000,2023-02-28 14:12:01
23396.27000000,2023-02-28 14:12:01
23396.25000000,2023-02-28 14:12:01
23396.10000000,2023-02-28 14:12:01
23396.03000000,2023-02-28 14:12:01
23396.00000000,2023-02-28 14:12:01
