22939.53000000,2023-02-25 19:49:08
22939.74000000,2023-02-25 19:49:08
22939.92000000,2023-02-25 19:49:08
22939.37000000,2023-02-25 19:49:08
22939.37000000,2023-02-25 19:49:08
22939.32000000,2023-02-25 19:49:08
22939.32000000,2023-02-25 19:49:08
22939.27000000,2023-02-25 19:49:08
22939.25000000,2023-02-25 19:49:08
22939.49000000,2023-02-25 19:49:09
22939.49000000,2023-02-25 19:49:09
22939.49000000,2023-02-25 19:49:09
22939.74000000,2023-02-25 19:49:09
22939.81000000,2023-02-25 19:49:09
22939.92000000,2023-02-25 19:49:09
22939.93000000,2023-02-25 19:49:09
22939.94000000,2023-02-25 19:49:09
22940.07000000,2023-02-25 19:49:09
22940.08000000,2023-02-25 19:49:09
22940.16000000,2023-02-25 19:49:09
22940.32000000,2023-02-25 19:49:09
22940.32000000,2023-02-25 19:49:09
22940.33000000,2023-02-25 19:49:09
22940.33000000,2023-02-25 19:49:09
22940.33000000,2023-02-25 19:49:09
22940.33000000,2023-02-25 19:49:09
22940.40000000,2023-02-25 19:49:09
22940.40000000,2023-02-25 19:49:09
22940.48000000,2023-02-25 19:49:09
22940.55000000,2023-02-25 19:49:09
22940.57000000,2023-02-25 19:49:09
22940.57000000,2023-02-25 19:49:09
22940.58000000,2023-02-25 19:49:09
22940.59000000,2023-02-25 19:49:09
22940.60000000,2023-02-25 19:49:09
22940.63000000,2023-02-25 19:49:09
22940.81000000,2023-02-25 19:49:09
22940.82000000,2023-02-25 19:49:09
22940.83000000,2023-02-25 19:49:09
22940.91000000,2023-02-25 19:49:09
22941.00000000,2023-02-25 19:49:09
22941.11000000,2023-02-25 19:49:09
22941.14000000,2023-02-25 19:49:09
22941.18000000,2023-02-25 19:49:09
22941.38000000,2023-02-25 19:49:09
22941.40000000,2023-02-25 19:49:09
22941.42000000,2023-02-25 19:49:09
22941.52000000,2023-02-25 19:49:09
22941.73000000,2023-02-25 19:49:09
22941.82000000,2023-02-25 19:49:09
22941.84000000,2023-02-25 19:49:09
22941.47000000,2023-02-25 19:49:09
22941.47000000,2023-02-25 19:49:09
22941.46000000,2023-02-25 19:49:09
22941.42000000,2023-02-25 19:49:09
22941.42000000,2023-02-25 19:49:09
22941.18000000,2023-02-25 19:49:09
22941.00000000,2023-02-25 19:49:09
22941.76000000,2023-02-25 19:49:09
22941.30000000,2023-02-25 19:49:09
22940.75000000,2023-02-25 19:49:09
22940.63000000,2023-02-25 19:49:09
22940.62000000,2023-02-25 19:49:09
22940.63000000,2023-02-25 19:49:10
22940.60000000,2023-02-25 19:49:10
22940.44000000,2023-02-25 19:49:10
22940.40000000,2023-02-25 19:49:10
22940.24000000,2023-02-25 19:49:10
22941.15000000,2023-02-25 19:49:10
22941.17000000,2023-02-25 19:49:10
22941.18000000,2023-02-25 19:49:10
22941.26000000,2023-02-25 19:49:10
22940.81000000,2023-02-25 19:49:10
22941.15000000,2023-02-25 19:49:10
22941.15000000,2023-02-25 19:49:10
22941.24000000,2023-02-25 19:49:10
22941.37000000,2023-02-25 19:49:10
22941.38000000,2023-02-25 19:49:10
22941.63000000,2023-02-25 19:49:10
22941.65000000,2023-02-25 19:49:10
22941.68000000,2023-02-25 19:49:10
22941.68000000,2023-02-25 19:49:10
22941.70000000,2023-02-25 19:49:10
22941.73000000,2023-02-25 19:49:10
22941.73000000,2023-02-25 19:49:10
22941.73000000,2023-02-25 19:49:10
22941.73000000,2023-02-25 19:49:10
22941.74000000,2023-02-25 19:49:10
22941.76000000,2023-02-25 19:49:10
22941.77000000,2023-02-25 19:49:10
22941.77000000,2023-02-25 19:49:10
22941.78000000,2023-02-25 19:49:10
22941.83000000,2023-02-25 19:49:10
22941.83000000,2023-02-25 19:49:10
22941.83000000,2023-02-25 19:49:10
22941.83000000,2023-02-25 19:49:10
22941.84000000,2023-02-25 19:49:10
22941.84000000,2023-02-25 19:49:10
22941.85000000,2023-02-25 19:49:10
22941.85000000,2023-02-25 19:49:10
22941.86000000,2023-02-25 19:49:10
22941.84000000,2023-02-25 19:49:11
22941.84000000,2023-02-25 19:49:11
22941.85000000,2023-02-25 19:49:11
22941.85000000,2023-02-25 19:49:11
22941.85000000,2023-02-25 19:49:11
22941.85000000,2023-02-25 19:49:11
22941.85000000,2023-02-25 19:49:11
22941.20000000,2023-02-25 19:49:11
22941.19000000,2023-02-25 19:49:11
22941.18000000,2023-02-25 19:49:11
22940.94000000,2023-02-25 19:49:11
22940.92000000,2023-02-25 19:49:11
22940.92000000,2023-02-25 19:49:11
22940.85000000,2023-02-25 19:49:11
22940.83000000,2023-02-25 19:49:11
22940.82000000,2023-02-25 19:49:11
22940.78000000,2023-02-25 19:49:11
22940.78000000,2023-02-25 19:49:11
22940.78000000,2023-02-25 19:49:11
22940.78000000,2023-02-25 19:49:11
22940.77000000,2023-02-25 19:49:11
22940.77000000,2023-02-25 19:49:11
22940.77000000,2023-02-25 19:49:11
22940.76000000,2023-02-25 19:49:11
22940.76000000,2023-02-25 19:49:11
22940.63000000,2023-02-25 19:49:11
22940.58000000,2023-02-25 19:49:11
22940.49000000,2023-02-25 19:49:11
22940.47000000,2023-02-25 19:49:11
22940.42000000,2023-02-25 19:49:11
22940.40000000,2023-02-25 19:49:11
22940.40000000,2023-02-25 19:49:11
22940.36000000,2023-02-25 19:49:11
22940.23000000,2023-02-25 19:49:11
22940.23000000,2023-02-25 19:49:11
22940.10000000,2023-02-25 19:49:11
22940.08000000,2023-02-25 19:49:11
22940.07000000,2023-02-25 19:49:11
22939.98000000,2023-02-25 19:49:11
22939.89000000,2023-02-25 19:49:11
22939.65000000,2023-02-25 19:49:11
22939.62000000,2023-02-25 19:49:11
22939.53000000,2023-02-25 19:49:11
22939.42000000,2023-02-25 19:49:11
22939.42000000,2023-02-25 19:49:11
22939.41000000,2023-02-25 19:49:11
22939.39000000,2023-02-25 19:49:11
22939.32000000,2023-02-25 19:49:11
22939.31000000,2023-02-25 19:49:11
22939.31000000,2023-02-25 19:49:11
22939.29000000,2023-02-25 19:49:11
22939.10000000,2023-02-25 19:49:11
22939.07000000,2023-02-25 19:49:11
22938.98000000,2023-02-25 19:49:11
22938.96000000,2023-02-25 19:49:11
22938.95000000,2023-02-25 19:49:11
22938.95000000,2023-02-25 19:49:11
22938.95000000,2023-02-25 19:49:11
22938.95000000,2023-02-25 19:49:11
22938.95000000,2023-02-25 19:49:11
22938.93000000,2023-02-25 19:49:11
22938.93000000,2023-02-25 19:49:11
22938.93000000,2023-02-25 19:49:11
22938.93000000,2023-02-25 19:49:11
